text,label
साहै राम्रो फिलिम अजै पनि गित उतिकै हिट,1
"कत्ति मार्मिक र भाबुक छ है पुरानो चलचित्र।दिनको एक पल्ट हेरिरहु लाग्ने, कहिल्यै बोर नहुने।",1
10 चोटी हेर्दा पनि चित्ता बुझेन यो मूवी कति राम्रो मिलेको स्टोरी वाह,1
धेरै राम्रो लाग्यो फिल्म ।अहिलेको नाथेहरु छाडा अनि उत्ताउलो बोल्ने फिल्म बनाएर मै हु भन्ने हरु ले पनि यस्तै फिल्म बनाउन सिक्ने कि,1
सानो छदा हेरेको फिल्म आज फेरि हेरे। पहिलेको फिल्महरु साच्चै मन छुने थियो आज फेरि आखा रसायो,1
हरेक फिल्म युगको आफ्नै शैली र प्रभावहरु हुन्छन् प्रकारान्तरमा पनि उतिकै प्रभावशाली फिल्म,1
यस्तो पो फील्म । आज भोलीको त टेलीफील्म जस्तो लाग्छ,1
लास्ट फाईट जमाना अनुसार खत्रा लाग्यो,1
अाज हेर्दा त यति राम्रो लाग्छ त्यो जमाना का हेर्ने हरुलाई कति राम्रो लाग्दो हो ।,1
 यही फिलिम सानोमा हेर्दा रमाइलो मानेर मात्र हेरिन्थियो| आज फेरि हेर्दा बाल्यकाल त याद आयो तर फिलिम राम्रो संग मनन गर्न पाइयो र मन छोयो गीतले,1
पुरानो फिल्महरु कति धेरै दुर दृष्टि काल्पनिक थियो अनि त्यही अलिकति बास्तबिकता पनि मिसिएको । कति धेरै राम्रो कथा बस्तु दुरुस्तै प्रस्तुत गरिएको छ । ,1
अन्तिमको fight त्यति ठूलो आवस्यक थिएन। film मा fight हुनै पर्छ भन्ने मानसिकताले  अलिकती खल्लो भो.,0
पुरानो फिल्म हेर्न धेरै मजा छ अैले को भन्दा त,1
सारै स्लो फ़िल्म कही कही त साउंड नै हरायछ।।।,0
कवाडी नेपाली मुभी फाइट आउँने बेलाँ साउन नै आउदै न,0
चलचित्र त खतरा छ बिच बिचमा आवाज नआएको अली रीस ऊठेको,0
साउन सिस्टम नभयको फिल्म  डाइलक नै छैन,0
पहिलो सिन मै घन्टा जस्तो साग खाएर पहेलो दार्हा देखाउछ अनि फिल्म घन्टा हेर्नु,0
हेर्दा जादा बिछ बिचमा sound ओफ्फ छ केही खास लागेन यो फिल्म  हेरेर सच्याइयोस,0
ठिकै लागेयो मुभी त तर लासतमा खोइ कोही देखाएन हिरोईन को बुवा आमा अनि हिरोको बुवा  आमा किन?,0
लास्टै एड अनि मुभी पुरै मिउट छ यार।।,0
कसतो झलव फिल्म हो  अावज छैन पैसा लुटका लागि बनायो को फिल्म हो,0
रिमेक भने पछि कम्तिमा पनि आदा हिस्तोरी त मिल्नु पर्छ नि के फिल्म बनाको छि? ?,0
"बराबर आवाजै आएको छैन ,यो moviko ईज्जत फाल्न राखेको।",0
लु अब आयो नि त मज्जा। कती पावोर फुल मोभी छ क-कस्लै मन पर्यो यो मोभि हाजिर गरुम त यता।,1
"ठ्याक्कै ""आफन्त"" को कपि। फिल्म के राम्रो भन्नू अरु को चोरेको लाई।",0
छ्या मन थामेर 1 घण्टा हेरे त्यो पनि 30 मिनेट त फर्वाड नै गरियो । कलाकार उस्को भुमिका सम्बाद र निर्देशन गर्ने निर्देशक बिचमा केहिको तालमेल देखिदैन ।,0
 काहानिमा  होला तर यस्तो झुर प्रस्तुति  एक्टिङ लेभल साह्रै तल्लो स्तरको अनि नायिका पनि कस्तो झुर छानेको ... केहि लोभलाग्दो रोमाञ्चित कन्टेन्ट नै छैन,0
हीरोइन को नौटन्की बडी भो कि बच्चा जस्तो कडा ।,0
आलु जस्तो आवाज बिनाको फिलिम,0
नेपाल मा केटी हरु सिद्दिएकै हुन त? अनुहार न दनुवार को हिरोईन,0
"फिल्म बनाको पनि द्जोती स्टाईल मान्छे पनि धोती जस्तो ,फिल्ममा नेपाली पन नै छैन",0
गुँ ज़स्तो फिल्म रच!! निखिल उप्रेतीले अलिअलि भाको इज्जत पनि मिट्टीमा मिलायो ।,0
फिल्म मा हिरोनी अलि हिरोईन जस्तो हुनु पर्यो नि सुडि आन्टिलाइ हिरोईन बनाउन हुन्छ अनि कहिँ ??,0
सहर मा बसेका  मान्छे  लाई   सम्झाउ  ने  तरिका    सहि  छ,1
मलाई मन पर्छ नेपाली फिल्म पहिले देखि नै मन परको फिल्म हो यो।,1
तर फिल्म ले दिन खोजेको शिक्षा चाहिँ दामी छ,1
गाउले हरु तेति अबुज त हुदैनन तर फ्लिम न हो थिकै छ,1
उत्क्रस्ट फिल्म .... यतार्थ कथाबस्तु / बबाल अभिनय सबै कलाकारहरु को ।।,1
मेहनत र राम्रो अध्ययन गरेर अत्यन्तै अनुसासित भएर तयार गरिएको चलचित्र ।,1
केही दुखदायिक र केही कमेडि मिलेकाे फिल्म राम्रै रहेछ रमाईलाे नै लाग्याे,1
समाचार बाचक चही सरै मन पर्यो।फिल्म पनि राम्रो रहेछ।,1
कथा र संम्बाद राम्रो छ। बिचको अश्लिल जोक र अन्तिमको फाईट अनाबस्यक थियो । सागमा मासुको मसला हालेर मिठोहुने होईन।,0
हैट कथा चाहि एस्तो का बाट आउँछ हो कति राम्रो movie,1
असाध्यै रोमान्टिक अनि समसामयिक विषयमा तयार पारिएको फिल्म,1
यती सबै चर्चीत कलकार भयर पनी हेरन को मज्जा त आयो।  । तर खै मले खास्सै ईस्टोरी बूझन सकीन,0
"""नुन बिनाको मासु जस्तो... नया हिरोको नाम मा कलङ्क भाई लाई एक्टिङ को क्लास लिन म सगँ पठाईदिनु",0
कठै बरै करोडौं को लगानी गरेउ होला फिल्म बनाउदा फिल्म को हालत भने यस्तो,0
ह्या बिज्ञापन धेरै भयो बिच बिच मा झ्याउ लाग्दो यार ।।,0
"रामाे, रैछ माेबि धेरैलाई सुजाबर जनचेतना दियकाेछ फिलिम भनेकाे यसताे हुनु प,रछ",1
हेर्दै जाँदा लास्ट मा त घण्टा जस्तो फिल्म रैछ ,0
को झरी हिरो हो यार हिरोमा कस्तो कस्तो बिशेस्ता हुनु पर्छ भन्ने कुरा निर्देशक लाई थाहा थियना के हो मात्रा निखिल दाइ देखेर मात्रै हेरेको यार  फिल्म,0
धिकार छ नेपाली कलाकार हरुलाई एउटा गतिलो फिलिम नि बनाउन सक्दैन । बनाउछ त केवल लब स्टोरी तेस्तो नि फिलिम हुन्छ कै,0
फिलिम राम्रो छ पहिला त कता कता बिग्रेको जस्तो थियो तर लास्टमा गएर राम्रो भयो,1
याे फिल्म अनाैठाे लाग्ने काेहि छ ।राम्म्राे तर के के Action nai xoina,0
"यो फिल्म कति पैसा मा बनेको होनि,यो हिरो होकि के हो।थुक्क,यस्ले गर्दा हो यो फिल्म नचलेको,",0
अलि राम्रो बनाउनु पर्यो। एक भाषा मा मात्र प्रयोग भएको भए धेरै राम्रो हुन्थ्यो।  movie हेरदा नि दिक्क लागेर आयो हो।,0
सक्छस भने पुरै नेपालीमा बना अनि राम्रो भन्छु,0
यो चलचित्र  सबै राज्नितिग्य हरु ले हेरेर सुधार गर्न जरुरी छ,1
अब नेपाली फिल्म रहेन सबै‌ बीहारि फिल्म रह्यो नेपाली भाषाको चलचित्र रहेन।,0
त्यो अर्को मुला  लाई  कुन चहिले हिरो बनायो फेरि थोपड हेर्द रिस उठछ यार ,0
सारै राम्रो फिल्म लगेको नेपाली  मैथिली र भोजपुरि  तिन्तै भाषा मा |तराई मा मैथिली  र भोजपुरी र नेपाली  हिमाल र पहाड  मा नेपाली टिन तै भाषा हाम्रो नेपाल ,1
 यो फिलीम राम्रो छ जे होस् कहाँ पुराना चलन हरुलाई समेटिएको छ,1
"हाम्रो नेपाली फिल्ममा देखिने मुख्य समस्या म यो फिल्म मा पनि देखे acting real jasto xaina, conversation scrept pade jastai laagxa",0
आज धेरै पछी  नेपाली फिल्म हेर्यो निकै परिवर्तन अनि राम्रो हुन थाल्यो हाम्रो नेपाली फिल्म,1
अरु भन्दा पनि जीवन काडा कि फुल को ट्रेलर पो सारै मन परयो ।,1
अहिलेसम्म हेरको फिलिम मध्यको  यत्तिको कवाडी फिलिम चाहिँ  हेरेको थिएन है मैले ।,0
फिलिममा धेरै बिज्ञापन भयाे यसलाई अलि कम गर्नु पर्याे,0
कस्तो फिलिम बनाय को होला यार अर्थ बर्थ को आदि सम्म अबको कस्तो होला खोइ हिरो पनि हिरो हो कि 0 हो,0
फिलिम त थिकै छ तर याक्थिन ठिक लागेन,0
"यो  पर्चार नै धेरै राख्ने के, नेपालीहरुको स्वाङ नै धेरै हुन्छ र त फिल्म हेर्न मन लाग्दैन ।।",0
कथा अनुसार का पात्रको भुमिका पिटिकैनसुहायकाे फिलिम,0
"फिल्म ठिकै छ तर,केहि नपुगे नपुगे जस्ताे लाग्छ केहि कमि भकै छ",0
अरु भन्दा नि साईट हिरो खतम लागेउ,0
हैन नेपाल मा हिरो छिन कि क्या हो यो हिरो त हेर्दै आल्छी लाग्दो,1
पुङ न पुच्छर को फिल्म छ  कहाँ हिट हुन्छ त मधेशी कलाकार हरु को अभिनय सुक्को मिलेको छैन,0
" फिल्म तेति खास लागेन ,यो फिल्म हिट होला जस्तो लागेन ",0
 नेपाली फिलिम बनाको रे सबै हिन्दिमा के।,0
नेपाली फिलिम मा पनि इन्दियन भासा किन मिलाउनु,0
नेपाली फिलीम मा नेपाली भासा मात्र हुनु परने हो एसमा त भोजपुरी भासा मिला को राम्रो भएन |,0
नेपाली चलचित्रमा हिन्दी किन बोल्नु होला धोतीहरु यिनीहरुलाई नेपालीहरु  भन्न पनि लायक का छैनन  |,0
नेपाली सिनेमा लाई माया त गर्ने हो तर यस्तो सीनेमा लाई कतीन्जेल मायाले मात्र टीकाई राख्ने हो र कथा र संबाद गराई लाई पनी ध्यान दीनु पर्यो नी |,0
हिरो को कुनै यक्सन छैन   के को हिरो गाठे।,0
के फिल्ल्म हो यो यस्तो नि हुन्छ तेहि भयर नेपाली फिल्ल्म मन नपर्ने कारन यहि हो,0
 फिल्मि जमाना कहाँ पुगि सक्यो उइ त्यै पारा!  होइन अलि हुन्छ नि यार!अहिलेको नयाँ actor हरुबाट पनि केइत सिक्नुनी यार,0
यो फिल्म को न कथा ठिक छ न ब्याक म्युजिक ठिक छ पहाड र तराई त्यसै पनी मिलेर बसेको छ यो अनाआवश्य को फिल्म बनाएर के नाटक  गर्या होला,0
ताइन तुई को फिलिम कुताई मात्र खाने धेरै साइद हिरोले |,0
काम छैन साला दस पटक एउटै खाल को कथा बस्तु सेम टु सेम भैरब जस्तै छ त,0
मलाइ यो फिल्मको एउटा चिज मन परेन जब हिरोले हिरोइन्लाइ देख्ने बितिक्कै मन परौछ र हिरोइन्ले पनि एकैछिन्म मन पराउछ एस्तो पनि हुन्छ यार,0
यो फिल्म हेरेर समय बर्बाद नगर्नुहोला । राम्रो छैन,0
चलचित्रमा प्रयोग भका मान्छे सामान सबै राम्रो लाग्यो तर कथा बस्तु नै राम्रो लागेन,0
अरु त सबै ठिक छ  तर यो हीरो होकी हिजडा हो,0
छका पन्जा भन्दा दुई गुना रामो अनि यकसन अति रामो नेपाली मुभि यस्तो हुनुपर दामि छ,1
नेपाली फिल्ममा मान्छे धनी भएपछि रातमा पनि कोट लाएर घरमा दारु खान्छ रे कस्तो सोच छ यार |,0
नाम जस्तो फिल्म भएन काहानी पनि खासै छैन साउथको सिनहरु कपि गरिएको छ मन परेन,0
फिल्म राम्रो हो कथा नि बलियो राम्रो हो तर यस्लाइ प्रस्तुतिकरण राम्रोसँग हुन सकेन जस्तो लाग्यो ।,0
यो फिल्म ले जिन्दगी को नयाँ पाठ सिकाएको छ ।अग्रिम शुभकामना व्यक्त गर्दछु अझै प्रगति का पाहिला लम्किदै जाउन |,1
नेपालमा नै नभएको एनकानुन यो फिल्ममा  देखियो लेखकले यो देशको एनकानुन पढेर बुझेर लेखे देखि राम्रो हुन्थ्यो कि?,0
हावा फिल्म को एउटा उदाहरण फेरी हाहाहा अलिक चाहिँने कुरा देखाउनुनी यार फिल्म धेरै कुरा बिल्ला टाईप को छ।,0
ताइ न तुइको फिल्म दुई जनाको मुद्दामा दुई जना मिलेपछि सकिगोनि फेरि के को केस हो,0
कस्तो बकवास फिल्म राम्रो पनि बनाउन सक्दैनन्,0
फिल्म ठिक छ र रमाइलो छ।,1
"चलचित्र भन्दा  नि, येस्लाई चार एपिसोद को तेलि फिल्म बनाको भय राम्रो हुन्थ्यो।।चलचित्र भन्न सुहौदैन।",0
खास नेपालि दर्सक को लागि बनेको नेपालि फिल्म । आगमि दिन मा यस्तै राम्रो चल्चित्र को अपेक्छ्या गर्दछु ।,1
धेरै राम्रो वास्तविक कथा बोकेको मुभी छ।यस्तै अरू मुभीहरू पनि सफल भयको होस्,1
"हाँsय , व्याङ्गे र समाजमा घटेका घटनाहरु समाबेष गरिएको छ। त्स्थ कुनै  बिषय बस्तु लाई ब्याङ्गे गरी समावेश गरिएको फिल्म् राम्ो छ।",1
फिलिम राम्रो छ मैले पनि दुई चोटी हेरे,1
समसामयिक विषय र फ़िल्ममा रमाइलो कहानि छ छक्का पन्जाले हामिलाइ नेपाली फिल्म मन पराउने फ़्यान हरुलाइ थप उर्जा दिएको छ,1
 प्रस्तुति उत्कृष्ट छ। चलचित्र को सम्पुर्ण टिमलाई धेरै धेरै धन्यवाद। धेरै राम्रो प्रयास गर्नुभएको छ।,1
धेरै राम्रो लाग्यो हेर्न लाएको पनी छ हामी फेरी पर्तीछ््या मा हुने छौ,1
कथा हाे जस्तो साेचे पनि हुन्छ तर अहिलेकाे समय सान्दर्भिक छ,1
फिल्म राम्रै छ हास्से कलाकार हरुको खुसी लग्यो,1
जन चेतना को लागि धेरै राम्रो फिल्म बनेको छ धन्यबाद येस्तै फिल्म अरु पनि बनाउदै  जानुहोल सम्पुर्ण कलाकार लाई धेरै-धेरै धन्यवाद,1
"फिल्मकाे अाशय मज्जाले बुझे., तर राम्राे लागेन । अह पटक्कै राम्राे लागेन ।",0
अहिले सम्म कै सबै भन्दा मन परेको नेपाली चलचित्र छक्का पन्जा।,1
नेपाली फिल्म मा नया story हेर्न पाइयो खुसी लाग्यो,1
 खासै केही रहेनछ हो,1
ताई न तुईको छ यार फिल्म पनि हड्डी देखि ज्वरो उठेर आयो,0
अती राम्रो छ यो फिल्म महिले अहिले संघ ५ पटक भयो हेरेको फिल्म भनुस त यस्तो भनुन्,1
आजपनि कुनै आधुनिक फिल्म भन्दा कम छैन यो फिल्म।,1
राम्रो मन छोयो टुच्च,1
साच्चिकै आशु नै बर्स्यो मेरो आखा बाट. येकदम राम्रो फिल्म बनेको छ।,1
"धेरै राम्रो फिल्म , फिल्म भनेको यस्तो पो हुनु पर्छ त सबै कुरा ट्वाक्क मिलेको ",1
यती रामरो मुवी रैछ नहेरि बसेको,1
अति चिता बुज्दो फिलिम सारै राम्रो छ,1
अति नै राम्रो फिल्म भाबुक नै बनायो,1
फिल्म भनेको यो पो हो त साचैको जीवन इस्पर्शी मन नथाम्ने कथा !,1
जति हेर्दा पनि हेरुम हेरुम लाग्ने फिलिम,1
वाओ नेपाली मुभी पनि यति राम्रो कथाबस्तु यक्सन गर्ब लाग्यो ,1
टप्पर टुँईयाँ फिल्म,0
मलाई यो काहानिनै मन्परेन,0
यस्तो झल्ला फ्लिम हेर्न भन्दा त कार्टुन हेरिन्छ ।,0
थुक्क यस्ताे छ चलचित्र के हर्नु फेदनटुप्प काे छ्य,0
एकदमै सान्दर्भिक अनि मन छुने बास्ताबिक्तालाइ अङ्गालेको।।,1
फिल्म धैरे राम्रो लाग्यो सुपर हिट छ सफलताको धैरे धैरे शुभकामना छ ,1
फिल्म राम्रो लाग्यो मलाइ त |कमेडिले भरिपुर्ण छ |,1
अती झुर हैछ निन्द्रा पो लाग्यो मलाई,0
फिलिम चाइ सुप्प्पर छ मोजा ले हास्ना पाइयो,1
आज भोलिको समयमा पनि यस्तो  मोभी बनाको छिया छेया लास्तै झुर फिलिम रैछ,0
सारै राम्रो फिल्म छ गजब राम्रो छ,1
निकै राम्रो फिल्म छ वा ऐस्तो पोहोत फिल्म भनेको वा वा,1
येस्ता छेउ न तुप्पा को फिल्म छ का बात चलुस त नि,0
नेपाली फिल्म इन्डस्ट्रीमा मुभीको नामको कालै पर्यो कि क्या हो,0
साला नेपाली फिल्म इन्डस्ट्रीमा मुभीको नामको कालै पर्यो कि क्या हो,0
"कठै! के हावा चलचित्र बनाएका, टुङ-न-पुच्छर ",0
तातो न छारोको फिलिम यौटा गित भन्दा अरु सबै झुर,0
"यस्तो पाजी फिलिम न केइ न केइ, बनाउनु नै छ भने 50 दिन जति हल मा चल्ने फिलिम बनाउन डाम्ना हो",0
कसले काम नपाएर यो फिल्म बनायो,0
तैट यस्तो नि फिल्म नेपाली फिल्म भएर हेरेको बेकारको स्टोरी चाहिँ नलेखेकै भा हुन्थ्यो,0
के फिलिम हो यो   पैसा सस्तो भय जस्तो छ ताई न तुई को,0
"राम्रो बन्न थालेछन हाम्रा नेपालि सिनेमा,अब नछुटाई हेरीच्छ",1
क्या झुर फिलिम येस्तो पनि फिलिम मेरो time मात्र खर्च भयो,0
"30 चाेटि जति नाचियो होला ,आझै धित मरेको छैन",1
गित मात्र हैन फिलिम पनि सुपर डुप्पर,1
भरपुर मनोरञ्जन दरो हल्लाउनी भो अब प्रतेक हल। धेरै राम्रो छ गीत ।,1
"अहिले सम्म,झन फिलिम त ४ चोटि हेरियो।फेरि पनि दिल भरेको छैन।",1
एकदम रियलिटि लबस्टाेरी फिल्म कम्तिमा ९/१०पटक हेरे अझ धित मरेन  हाे।बबाल दामि छ ।,1
यो फिल्म अति नै राम्रो लाग्यो। यो अन्तरजातीय विवाह सम्बन्धी रहेछ। रोचक रहेछ कहानी।,1
यो कथा बुझ्नेलाई श्रीखण्ड नबुझ्नेलाई खुर्पाको बिड जस्तै हो।वाह साँच्चै हृदय विदारक छ।,1
"धेरै पछि एकदमै  राम्रो  नेपाली फिल्म  बनेछ, एकदमै मार्मिक , एकदमै समय सान्दर्भिक , सामाजिक अनि पारिबारिक  यो  फिल्म  हेरेर  एकदमै  खुशि लाग्यो",1
यो फिल्म सबैले हेर्नै पर्ने  छ सुतेका वाला लाई बिउज्याउने छ अति राम्रो काहानी छ,1
धेरै राम्रो फिल्म बनेकोरहेछ जनचेतनाको लागी  धेरैजसो मान्छेहरू भुलिरहेका हुन्छन् बाबु आमा लाई,1
राम्रो लागो र यो मुबिले सन्देश र ग्यानमुलक कुराहरु सिकायकोछ यो मुबिले मेरो मन र मुटु छुयकोछ खुसिलागो यो मुबि हेरेर,1
राम्रो छ फिल्म मलाइत एकदम चित्त बुझो,1
नेपाली फिलिम दैलोँ माजस्ते टीचार र सीकछ्छाक देस भरीहोस तो कथा सारै रामरो लागो,1
"मानवीय नाता,सस्कार, विधिबिधानलाई शिरोधार्य गर्दै रगतिय नाताकायम सन्तानहरुमा प्रगाढ रहोस भन्ने  सन्देश सरहानिय छ् !",1
अल्छी लाग्दो फिल्म बनाउछौ अनि तिमी नडुबेर के म डुब्छु त,0
हैट.... यस्ता फिल्म बनाएर समयको सत्यानाश ।,0
हावा न चाबा को फिल्म,0
राम्रो छ जस्तो लागेको थियो तर रहिन्छ बरु रामकहानी राम्रो छ यो भन्दा त,0
बिना अर्थ को फिल्म,0
" कस्तो फोहोरी फिल्म बनाको यार,झुर लाग्दो",0
"नेपाली फिल्म पनि कस्ता कस्ता बनाउछन के अनि नाम पनि कस्ताे हाे हेर्ने मनै लागदैन न कहानी राम्राे छ,नत ऐक्सन,नत डान्स ।",0
हैट ! यस्तो बच्चाले खेलेको जस्तोपनि फिल्म हुन्छ ? कुनै सन्देश छैन न त कुनै शिक्षा ।,0
यस्ता हावा फिल्म बनाउछ अनि नेपाली ले नेपाली फिल्म लाई माया नै गर्दैन हेर्दैन भन्छ। हेर्नू लाएको पनि बनाउनु पर्यो नि,0
यस्तो खालको मुभि बनाउनु ठिक होईन ।यस्ले समाज परिबर्तन गर्नु को साट्टो उल्टो बिकृति फैलाउछ ।,0
साला यस्तो फिल्म बनाउनु भन्दा मदेशको बिकासमा लगानी गर कमिनाहरु । लाज नभकाहरु  यस्ता कलाकारले समाज बिगारेको ।,0
समयको बर्बाद!माँ कसम यस्तो फिल्म कसैले नहेरोस। jpt फिल्म बनायो लास्ट्मा फाटेको जुत्ता देखायो अनि फिल्मको नाम रे फाटेको जुत्ता!,0
"यस्तो नि हुन्छ र भन्या फिल्म, वाइयात बक्वास |",0
"अलि गतिलो मुबि बनाउनु न हाउ, पुरै मोबि हेरि, तर बेक्काम समयको बर्बाद मात्र",0
फिल्म त बनायो हेराफेरी जस्तो बनाउन खोजेको बिजोग बनेछ समयको सत्यानास्,0
पुरै हावा दारि रैछ िछ छिछि केहि नै राम्रो  छैना,0
रंग न ढंग को फिल्म। हेर्दा हेर्दै झ्याउ  लाग्यो । बकवास।,0
बेकार म समय नाश गरियछ कतिन राम्रो होला भनेर हेरेको त कामै नलाएक रैछ,0
हाहा हाहा एस्तो फिलिम त कहिले पनि हेर्नू नपरोस् टैट झुर फिलिम मेरो 2 घन्टा टाईम  तेतिकोइ गयो,0
यस्तो फिल्म नि चल्छ भनेर बनाउने को पाट मूर्ख होला यार.,0
यस्तो वाइयात झल्लु ताइन तुइको फिल्म! पैसा लुट्ने मात्र काम अहिलेको जमानामा कुनै सन्देश दिने खालको फिल्म बनाउन जरुरी छ ! समयको बर्बाद मात्र !!,0
नेपाली फिल्मको मुख्य समस्या  स्क्रीप्ट मै  छ।यस्तो फिल्म लेख्ने र निर्देशन गर्ने कुन चै हो।,0
यो फिल्म साधारण शब्दमा भन्नू पर्दा नेपाली फिल्म कै इतिहास मा यौटा छेउन टुप्पुको फिल्म रैछ,0
ठेला न टुप्पो जस्तो रहेछ। हावा जस्तो फिल्म,0
अहिले सम्म को फिल्मी भन्दा बिल्कुल फरक कथा मा बनेको रहिछ ।अस्याधै मन पर्यो ,1
एउटा नया इतिहास लेख्यो यो फिल्म ले यती धेरै  राम्रो कहि खोट लाउने ठाउँ छैन ! येस्तै रहोस् अरु पनि! नेपाल मा बन्छ सक्छ भन्ने नया उदाहरण हो यो,1
फिलिम हो त यस्तो पाट 2 को प्रतिक्षामा छु हजुर,1
नेपाली फिलिम पनि  यत्ती बुझ्न् नासक्ने कथा पहिलोपल्ट हेरदा को मज्जा फरक हुदो रहि छ आति राम्रो कथा आहा,1
एउटाको गलती अर्कोलाई सजाय यो भएन यथार्थमा आधारित बनाउनु पर्यो कथा र कानुन बमोजिम पनि!!,0
फिल्मको कथा बस्तु अति नै राम्रो,1
दामी। बिल्कुल नया धार को चल्चित्र।,1
" पृथक कथावस्तु, गीत सङ्गीत, कलाकारको अभिनय त डेन्जर नै रहेछ नि।अत्यन्तै मन पर्यो।",1
"फिलिमले एकदमै मन छोयो,नेपालीचलचित्र उद्योगको सायद यो पहिलो फरक खालको कथा भेटाए।एस्ता कथाबस्तु समेटिएका फिलिमहरुअरुपनी हेर्न पाईयोस्।",1
नेपालको अहिलेसम्मकै उत्कृष्ट चलचित्र भन्दा फरक नपर्ला कि कथानक रच्नेको सोचलाई सलाम्,1
चलचित्र ले नेपालको सामुदायिक विद्यालय वास्तविक समस्या लाई बाहिर ल्याएको छ।सलुट छ सम्पूर्ण टिम लाई।।,1
फिल्म  सरकारी स्कुल को  बेथितिको आधार मा बनेको रहेछ  यही खास लाग्यो ,0
एकता नै देश समाज को ज्यान हो अति सून्दर मूभी है हजूर।,1
प्रेम कथा र मारधार भएको फ्लिम भन्दा यो सामाजिक महत्वो बोकेको फ्लिम ठिक लाग्छ,1
समसामयिक बिषयमा आधारित मुवि छ । धेरै राम्रो बधाई छ।,1
सरकारी स्कुलको यथार्थ देखाइयको र फोहोरी राजनीतिकलाई गतिलो सवक सिकायको रहेछ राम्रो लाग्यो ।,1
वाह दिपकराज गिरी जि अनि दिपा जि कस्तो सम्बेदनशील विसय मा चलचित्र बनाउनु भएको रहेछ । चलचित्र भनेको त एस्तो पो होस् ।,1
फिल्म चाहिँ काइदा को रहेछ अति शिक्षा मुलक उत्साहित बनाएको छ,1
म आफैँ  पढेको स्कुल फिल्म जस्तै राजनीतिको स्थलो बन्न पुगेको तितो यथार्थ,1
सारै राम्रो चलचित्र संदेश मुलक छ अति राम्रो हरेक कुरामा राजनीति छिरेको छ,1
यो फिल्म बाट धेरै कुरा सिक्न पाइयो,1
अन्य कुरा जे भन्नुस तर फिल्म धेरै  उत्कृष्ट बनेको छ,1
फील्म भनेको यस्तो होस् शिक्षा को ज्योति जस्तो,1
"हाम्राे समाजको बिषयवस्तु लाइ परिभाषित गरेर निर्माण गरिएको रहेछ, युगौ युगदेखि चलिआएका कुराको उजागर गरिएको रहेछ जे हो चलचित्र सन्देश मूलक छ",1
सर्ब सधरान मानिसले बुझ्ने गरी चलचित्रमा पस्किनु भयेकोमा चलचित्र  सापारिवार लाइ धन्नेबाद ।,1
नामले गर्दा मात्रै चलेको रैछ फिल्म|तितो सत्य हेरेकोभन्दा बढि मज्जा आएन|खाली टुक्का मिलाउन टेक्निकभन्दा बढि केही अपनाएको छैन|,0
बबाल फिल्म रहेछ कमेडी र एक्सन भरपुर छ त्यसैले हेर्नू भएको छैन भने तुरुन्तै हेरिहाल्नु होला नत्र पछुताउनु हुनेछ,1
"धेरै दिन पछि बल्ल शुद्ध  नेपालीपनको फिल्म हेर्न पाइयो,",1
धेरै पछी नेपाली फिल्म एक सेकेन्ड नकाटी हेरियो यस्ता फिल्म बने दर्शक जति पनि पाइन्छन !,1
यथार्थ यहीँ हो ! हामी सबै को लाग्छ यो फिल्मले सबैको मन जित्ने छ  ! सायद यो वर्षको उत्कृष्ट चलचित्र |,1
जिवन्त अभिनय अनि यस्तो राम्रो कथा बस्तु सायदै म कहिले भुल्न सक्दिन होला !,1
कति सुपथ मुल्यमा बनेको चलचित्र होला पुरै सारा नेपालीको मन जित्यो  हरि🕉,1
धेरै समय पछि ओर्जिनल नेपाली मुभी हेर्न पाइयो धेरै राम्रो छ अझै यो भन्दा पनि कुनै राम्रो गर्दै गर्नु संपूर्ण टीम लाई सफलता काे शुभकामना,1
आज सम्म यस्तो film हेरेको थिइन आँखा नै रसौने मन देखि नै salute गर्छु ह्जुर हरुलै यति राम्रो फिल्म हामी माज लेरौनु भयको मा,1
धेरै धेरै पछी यति राम्रो फिल्म हेर्न पायो comment गर्ने ठाउँ नै छैन धेरै राम्रो फिल्म बनाउनु भाको छ नेपाली फिल्म भनेको यस्थो हुनु पर्छ,1
आहा! कति राम्रो यो पो हो त नेपालिपनको नेपाली फिल्म।हल मा नहेर्नु ठुलो भुल भएछ।,1
साच्चै नेपाली मौलक चलिचित्र हेर्न पाइयो धन्यबाद सम्पूर्ण टिमलाई।।,1
वाह मजा आयो क्या राम्रो र सिम्पल कहानी ।अति सुन्दर कथा ।,1
क्या मार्मिक समसामयिक बिसय को उठान,1
कति राम्रो कथा अनि अभिनय मन रुवाउने  चलचित्र हेर्न पाइयो धेरै पछि,1
कोस्तो राम्रो फ्लिम गाउँ को परिवेश झल्केको ।फ्लिम भनेको येस्तो हुनु पर्छ धन्यवाद सबै टिम लाइ,1
बिसुद्द नेपालिपन फिल्म यस्तो फिल्मलाई भनिन्छ  सम्पुर्ण टिमलाई हार्दिक बधाई,1
विशेष गरी भन्नु पर्दा बिदेसिने हरु को लागी वनेको फिल्म रहेछ मलाई मन पर्यो दिल क्षुयो,1
यकदम  राम्रो मुभी पारिवारिक र व्यवहारिक मुभी  अरु भन्दा कयौ गुना राम्रो छ,1
आह कति मन छुने कथा कति राम्रो मौलिक गाउँ घरको दृश्य  यस्तो पो हो नेपालि चलचित्र भनेको ,1
