Data ,Label
"मुस्लिम समुदायलाई",1

"shubhakamana xa dost",1

"Wow nice anniversary, thanks for the songs",1
"Wow nice anniversary",1
"thanks for the songs",1

"Edge band is my soul ..... lost of love jeeban dai",1
"Edge band is my soul .....",1
"lost of love jeeban dai",0

"Thank you jeewan dai for beautiful music",1

"legendary band",1

"I will be there and it will be my first attempt in any perfromance of edge band",2
"I will be there",2
"it will be my first attempt",2
"perfromance of edge band",2

"Proud to be पर्वते",1

"Proud moment for Nepal",1

"कुनै भारतीय हाम्रो देशमा आएर वाड अध्यक्ष बनछ भने हामी लाई धेरै दुःख लाग्छ र हामी धेरै रिसाउँछौ पनि. तर हाम्रो देश को मान्छे बिदेस मा गएर मेयर बनयो भने हामी धेरै गर्भ गर्छौ।, यो हाम्रो के प्रबिधी हो। हुनत कुनै पनि बिदेसी नागरिक मेरो देशमा आएर वाड अध्यक्ष, मेयर, र संसद बन्छ भने मलाई पनि कदापि स्वीकार्य छैन",1

"कुनै भारतीय हाम्रो देशमा आएर वाड अध्यक्ष बनछ",2

"हामी लाई धेरै दुःख लाग्छ",0
"हाम्रो देश को मान्छे बिदेस मा गएर मेयर बनयो भने हामी धेरै गर्भ गर्छौ।",1
"यो हाम्रो के प्रबिधी हो ?",1
"कुनै पनि बिदेसी नागरिक मेरो देशमा आएर वाड अध्यक्ष, मेयर, र संसद बन्छ भने मलाई पनि कदापि स्वीकार्य छैन।",1
"बिदेसी नागरिक मेरो देशमा आएर वाड अध्यक्ष, मेयर, र संसद बन्छ",1

"के अब उ नेपाली हो । कहाँ को मतलब भएन न अब उस्लाइ राज्य ले चिन्छ । एक अमेरीकन को बिजय मा केको समाचर",0
"के अब उ नेपाली हो ?",2
"कहाँ को मतलब भएन न अब उस्लाइ राज्य ले चिन्छ ।",2
"एक अमेरीकन को बिजय मा केको समाचर",0

"नेपालीले अर्कोको देशमा चुनाव लडदा सहि,अनि कुनै बिदेशीले नेपालमा आएर चुनाव लडदा गलत।",1
"नेपालीले अर्कोको देशमा चुनाव लडदा सहि ?",2
"अनि कुनै बिदेशीले नेपालमा आएर चुनाव लडदा गलत।",2
"अर्कोको देशमा चुनाव लडदा सहि",1

"जित्यो भन्दैमा नेपाली नागरिकता त्यागेर बेलायती भैसकेपछी गर्व गर्ने ठाउँ छैन ।",1
"नेपाली नागरिकता त्यागेर बेलायती भैसकेपछी",2
"गर्व गर्ने ठाउँ छैन",0
"ठाउँ छैन",0
"नेपाली नागरिकता",2


"Meyar jityo vandaima Nepali citizenship tehagera UK Citizen vayesi Proud garne thau chai maile Dekhina",1
"Proud garne thau chai maile Dekhina",0
"Meyar jityo",0
"Nepali citizenship tehagera UK Citizen",2

"बाहुन बाजे ले बेलायत गएर पनि राजनीति गर्न छडेन रहेछ नि त  ल बधाई बाजे लाई",1
"बाहुन बाजे",0
"बाहुन बाजे ले बेलायत गएर पनि राजनीति गर्न छडेन",0
"ाजनीति गर्न छडेन",2
"बेलायत गएर",2

"बाईक र्यालीमा तेल कति हाल्दिन्छ। भोटरलाई मासु भात छ कि छैन, एक भोटको कति पर्छ ? UK मा नेपाल बन्द गरेको छैन?",0
"बाईक र्यालीमा तेल कति हाल्दिन्छ",2
"भोटरलाई मासु भात छ कि छैन",2
"एक भोटको कति पर्छ ?",0
"UK मा नेपाल बन्द गरेको छैन?",0

"अवसवादीहरूले पनि मौका पाउँछन् अनी आउँछन् फेरि देश मा यो त्यो भन्दै।",1
"अवसवादीहरूले पनि मौका पाउँछन्",1
"अनी आउँछन् फेरि देश मा यो त्यो भन्दै",2

"nepali ta ho... j garxa nepali le garxa..",1
"nepali ta ho...",2
"j garxa nepali le garxa..",1

"जे गर्च पर्बतेले गर्च।",1

"These are the same people who say Nepal is lacking in most of the things rather than going there are fighting elections out there he could have done that and helped the Nepalese community in Nepal itself",1
"These are the same people who say Nepal is lacking",0

"Best wishes and congratulations Gopal dad. One the best person I have ever met.",1
"Best wishes and congratulations Gopal dad.",1
"One the best person I have ever met.",1

"पढायो पढायो पाठ १६ दुने ८ भन्या यही रैछ । एच.आइ.भी लागेको ब्यक्ती लाई एच.आइ.भी पीडित हैन एच.आइ.भी सङ्क्रमित भन्नु पर्छ भनेर ज्ञान नहुने ले दिएको शुभकामना ले सो ब्यक्ती मा कस्तो असार पर्ला भनेर हेक्का नि किन नराखेको होला ।",1
"पढायो पढायो पाठ १६ दुने ८ भन्या यही रैछ ।",0
"एच.आइ.भी लागेको ब्यक्ती लाई एच.आइ.भी पीडित हैन एच.आइ.भी सङ्क्रमित भन्नु पर्छ भनेर ज्ञान नहुने ले दिएको शुभकामना ले सो ब्यक्ती मा कस्तो असार पर्ला भनेर हेक्का नि किन नराखेको होला ।",1
"ब्यक्ती मा कस्तो असार पर्ला भनेर हेक्का नि किन नराखेको होला ।",2

"सरकारी टोली सगरमाथा शिखरमा पुगेर उपकरण फिट गर्दैमा तत्कालै उचाइ पत्ता लाग्ने भने होइन । सबै प्रक्रिया टुंग्याएर डाटा प्रोसेसिङ गरि उचाइ निकाल्न अझै कम्तीमा ६ महिना लाग्ने महानिर्देशक जोशीले बताए । जमिनमा गर्ने सर्बेको काम अझै एक दुई महिना लाग्ने उनले बताए । तर सिजनकै बेला सगरमाथा आरोहण गर्नुपर्ने भएकाले शिखरको मापनको काम सकिएको हो ।",1
"सरकारी टोली सगरमाथा शिखरमा पुगेर उपकरण फिट गर्दैमा तत्कालै उचाइ पत्ता लाग्ने भने होइन ",1
"सबै प्रक्रिया टुंग्याएर डाटा प्रोसेसिङ गरि उचाइ निकाल्न अझै कम्तीमा ६ महिना लाग्ने महानिर्देशक जोशीले बताए ।",2
"तर सिजनकै बेला सगरमाथा आरोहण गर्नुपर्ने भएकाले शिखरको मापनको काम सकिएको हो ।",2
"शिखरको मापनको काम सकिएको हो ",2

"हुदैन बिहान मिर्मिरे मा तारा झरेर नगए",2
"मिर्मिरे मा तारा झरेर नगए",2

"मुश्किल घडी कसैलाई नदिनु",1
"घडी कसैलाई नदिनु",2

"यस्तो राम्रो मान्छे को यस्तो राम्रो फोटो",1
"यस्तो राम्रो फोटो",1
"यस्तो राम्रो मान्छे",1

"सानैदेखि धेरै फोटो देखियो तर तपाइको जस्तो फोटो अहिले सम्म देखेको थिइन",2
"सानैदेखि धेरै फोटो देखियो",2
"तपाइको जस्तो फोटो अहिले सम्म देखेको थिइन",2

"मेकअप त भ्रम मात्रै हो",2
"भ्रम मात्रै हो",2

"यो हो निस्वार्थ समाजसेवा भनेको सार्है राम्रो काम",1
"निस्वार्थ समाजसेवा",1
"सार्है राम्रो काम",1

"गर्ने ले सिधेइ गर्छन् क्यामेरा तेर्साएर गर्दैनन्",1
"गर्ने ले सिधेइ गर्छन्",1
"क्यामेरा तेर्साएर गर्दैनन्",1

"एकदमै महान कार्य धन्य छ तिमी लाई",1
"एकदमै महान कार्य",1
"धन्य छ तिमी लाई",1

"यो सरकारको बिरोध गरेको हैन सरकारलाई सुझाब हो",2
"यो सरकारको बिरोध गरेको हैन",1
"सरकारलाई सुझाब हो",1

"सबै यसरी नै पालै पालो सफा गरे सफा हुन्छ सहर",1
"सफा गरे सफा हुन्छ सहर",1

"सम्मान गरेछम् हामी यिनको कामलाई",1
"सम्मान गरेछम्",1

"राम्रो गरेकोमा सम्मान छ",1
"सम्मान छ",1

"सानै उमेरबाट केहि गर्न चाहन्छु म",2
"केहि गर्न चाहन्छु म",1

" सशस्त्र द्वन्द्वकालमा बरु सुरक्षित काठमाडौँ!!  दुई तिहाइ बहुमत प्राप्त सरकार को पालोमा असुरक्षित महसुस हुँदैछ",0
"सशस्त्र द्वन्द्वकालमा बरु सुरक्षित काठमाडौँ!!",1
"दुई तिहाइ बहुमत प्राप्त सरकार को पालोमा असुरक्षित महसुस हुँदैछ",0
"असुरक्षित महसुस हुँदैछ",0


"Humanity naam ko ciz xaena hamro nepali haru ma tyo bomb blast ma parni haru lai kasto vaira hola sochya xa?? Uni haru ko family ko halat kasto hola sochya xa?? Sab lai voli bida hunxa ki nai vanney pir xa kasailai billa udaunu parya xa... Heartless peoples tyo bomb blast ma uni haru parnu parney then tha hunthyo real pain k ho vanera...",0
"Humanity naam ko ciz xaena hamro nepali haru ma tyo bomb blast ma parni haru lai kasto vaira hola sochya xa??",0
"Uni haru ko family ko halat kasto hola sochya xa??",2
"Sab lai voli bida hunxa ki nai vanney pir xa kasailai billa udaunu parya xa...",0
"Heartless peoples tyo bomb blast ma uni haru parnu parney then tha hunthyo real pain k ho vanera...",0

"Nice photography",1

"अहिले मोबाइलको विभिन्न गेमले लोभलाग्दो बाल्यकाल बिताएका छन् नयाँ पुस्ताले ,,,",1
"अहिले मोबाइलको विभिन्न गेमले लोभलाग्दो बाल्यकाल बिताएका छन्",1
"नयाँ पुस्ताले ,,,",1

"गलत सिक्का मा होइन डुङ्गा को ड्याक मा एक पट्टि थुकेर थुक भिजाएर अर्को पट्टि सुक्खा राखेर थुक कि सुख भनेर टस गरिन्थ्यो",2
"थुक कि सुख भनेर टस गरिन्थ्यो",2
"गलत सिक्का मा होइन डुङ्गा को ड्याक मा",2

"Nepal's Government Finally Made A Right Decision",1
"Finally Made A Right Decision",1

"wow cool government thanks for holiday",1
"thanks for holiday",1

"आफू कर्तव्यबाट चुक्ने अनि जाबो नाथे गेमलाइ दोष दिने होइन",0
"आफू कर्तव्यबाट चुक्ने",2
"अनि जाबो नाथे गेमलाइ दोष दिने होइन",0

"जजसका छोराछोरी बिग्रे तिनलाई सुधारे हुन्छ",0
"छोराछोरी बिग्रे",0
"तिनलाई सुधारे हुन्छ",0

"यसरी चिच्याउनुको कुनै अर्थ छैन",0
"चिच्याउनुको कुनै अर्थ छैन",0
"अर्थ छैन",2

"जनैपूणिर्मा,विभिन्न लोसार कृशमस डेको दिन पनि बिदा दिनु पर्यो मेरो सरकार धार्मिक रुपले स्वतन्त्र मुलुकमा सबै धर्मलाइ कदर गरिनु पर्छ मुस्लिमको इद र हिन्दुको दशै तिहारमात्र होइन",1
"जनैपूणिर्मा,विभिन्न लोसार कृशमस डेको दिन पनि बिदा दिनु पर्यो",1
"मेरो सरकार धार्मिक रुपले स्वतन्त्र मुलुकमा सबै धर्मलाइ कदर गरिनु पर्छ",1
"बै धर्मलाइ कदर गरिनु पर्छ",1
"मुस्लिमको इद र हिन्दुको दशै तिहारमात्र होइन",1

"नेपालको तेस्रो ठुलो जनसङ्ख्या भयको समुदायलाई बर्सभरीमा दुई दीन बिदा दीन मुस्लिम समुदायले सरकारसँग ठुलो सङ्घर्ष गर्नुपर्यो यसकारण नेपाल सरकारलाई धन्यबाद दीन चाहान्न।",1
"नेपालको तेस्रो ठुलो जनसङ्ख्या भयको समुदायलाई बर्सभरीमा दुई दीन बिदा दीन मुस्लिम समुदायले सरकारसँग ठुलो सङ्घर्ष गर्नुपर्यो",1
"यसकारण नेपाल सरकारलाई धन्यबाद दीन चाहान्न।",1

"काधमा भारी बुवाको जिम्मेवारी",2
"बुवाको जिम्मेवारी",2

"हार्दिक धन्यवाद",1

"हार्दिक धन्यवाद केशव सर र साहित्य संसारलाई",1
"धन्यवाद केशव सर",1

"नेपाल मा कुनै पनि सामन राम्रो छैन",0,0
"कुनै पनि सामन राम्रो छैन"

"यो घडी नकिननुहोस् यो घडी पैसाको बर्बाद हो किनेकाे केहि दिनमै घडीको रंग हराउन सुरु हुन्छ",0
"यो घडी नकिननुहोस् यो घडी पैसाको बर्बाद हो",0
"यो घडी पैसाको बर्बाद हो",0

"सामान किन्ने काम गल्तीले पनि नगर्नुहोला",0
"किन्ने काम गल्तीले पनि नगर्नुहोला",0
"गल्तीले पनि नगर्नुहोला",2

"यहाँको उत्पादहरूसँग सन्तुष्टि हुदैन यो एकदम घटिया र झुटो रहेछ भन्नसक्छु",0
"एकदम घटिया र झुटो रहेछ भन्नसक्छु",2
"यहाँको उत्पादहरूसँग सन्तुष्टि हुदैन",

"वृद्ध प्रयोगकर्ताहरूको लागि सजिलो छैन",0
"प्रयोगकर्ताहरूको लागि सजिलो छैन",0
"सजिलो छैन",0

"शिक्षा, स्वास्थ्य र कृषि प्राथमिकतामै परेनन्",0
"कृषि प्राथमिकतामै परेनन्",0

"सबैभन्दा नराम्रो किनमेल अनुभव, मैले गरेको छु",0
"मैले गरेको छु",2
"सबैभन्दा नराम्रो किनमेल अनुभव",0

"पुरै ठग्ने काम गर्छ, अडर कुनै चिजको र डेलिभरी अरु नै गर्दो रहेछ मेरो रू १८००० ठगो",0
"पुरै ठग्ने काम गर्छ",0
"अडर कुनै चिजको र डेलिभरी अरु नै गर्दो रहेछ मेरो रू १८००० ठगो",0

"दुब्लीकेट सामान हो यो",0
"दुब्लीकेट सामान",0

"यो उत्पादन बाट आज  सम्म निराश छैन",1
"आज  सम्म निराश छैन",1

"सुमार्गीको जग्गा कब्जाको दाबी",0
"जग्गा कब्जाको दाबी",0

"रक्षा परिषद्सम्बन्धी विधेयक हुबहु पास हुन नदिने",0
"विधेयक हुबहु पास हुन नदिने",0

"कांग्रेस नेता सिटौला ह्याम्स अस्पतालको आईसीयूमा",2
"अस्पतालको आईसीयूमा",2
"कांग्रेस नेता सिटौला",2

"नेपाली विद्यार्थीको विदेश पीडा",0
"विद्यार्थीको विदेश पीडा",0
"विदेश पीडा",0
"पीडा",0

"Fake news just clickbait.",2
"Fake news",2

"छ्या कस्तो नराम्रो",0
"छ्या",0
"कस्तो नराम्रो",0

"म तपाईँलाई घृणा गर्छु।",0
"घृणा गर्छु",0
"घृणा",0

"delli le aja ko game ma ne sandip lai kelayenw",2
"kelayenw",0

" सबैलाई थाहा छ कि तपाईले आफ्नो चार्जर फिर्ता लिनु भएको छ",2
"तपाईले आफ्नो चार्जर फिर्ता लिनु भएको छ",2
"फिर्ता लिनु भएको छ",2

Yo saman kineko dwee din ma bigreyo,0
"kineko dwee din ma bigreyo",0

"किनिएको समानहरुमा निकै नै खराबी देखियो र निकै चाडै बिग्रियो",0
"किनिएको समानहरुमा निकै नै खराबी देखियो",0
"िकै चाडै बिग्रियो",0

"देलिवर गर्न अलि ढिलो भयो।",0
"अलि ढिलो भयो।",0
"देलिवर",0

"सब्जीको मूल्य उच्च हो",2
"मूल्य उच्च हो",2

"म दुखि छु",0
"दुखि",0

"खेल खेल्दै मेरो आँखालाई चोट पुर्याउँछ",2
"आँखालाई चोट पुर्याउँछ",0
"चोट पुर्याउँछ",0
"चोट",0

"ई मीडियाले समाजमा गलत असर गर्दैछ",0
"समाजमा गलत असर गर्दैछ",0
"असर गर्दैछ",0

"Dhulo uthauna stop  gareu vane ma Lastai risauxu hai gaizz",0
"Dhulo uthauna stop  gareu vane",2

"यो समान किनेनौ भने म लस्तै रिसौछुनि",0
"यो समान किनेनौ भने",2

"यो पेज खोल्ने मान्छे देखेर लास्टै रिसाउछु  म",0
"यो पेज खोल्ने मान्छे",0

"काठमान्डौ पुरै उठुन्जेल नि सकिन्न धुलो पिच कहाँ छ र धुलो सकिन जति उठायो उति आउछ",0
"धुलो सकिन जति उठायो उति आउछ",0
"काठमान्डौ पुरै उठुन्जेल नि सकिन्न धुलो पिच कहाँ छ",0
"काठमान्डौ पुरै उठुन्जेल नि सकिन्न",0

"नेपाली धुलो चाहे broomer ले सफा गरोस्कि पानी हालेर cleaner लार गरोस् सफा हुन्न",0
"सफा हुन्न",0
"नेपाली धुलो चाहे broomer ले सफा गरोस्कि पानी हालेर cleaner लार",2

"येहा बाटो नै थर्ड क्लासको हुछ",0
"र्ड क्लासको हुछ",0

"पिहिले राम्रो बाटो निर्माण गर्नु अनि प्राविधि उपयोग गर्दा राम्रो",1
"पिहिले राम्रो बाटो निर्माण गर्नु",1
"अनि प्राविधि उपयोग गर्दा राम्रो",1

"broomer चलाएर हुन्छ खुरु खुरु बाटो गतिलो बनाउनु नि",0
"broomer चलाएर हुन्छ",0
"खुरु खुरु बाटो गतिलो बनाउनु नि",0

"Road सफा गर्ने ब्रोमरको मात्र काम छैन",0
"Road सफा गर्ने",0
"ब्रोमरको मात्र काम छैन",0

"दराजमा डिग्री पिएच डी काे सर्टिफिकेट छ तर व्यबहारमा राक्षस छ",0
"व्यबहारमा राक्षस छ",0
"दराजमा डिग्री पिएच डी काे सर्टिफिकेट छ",1

"म ट्युसन क्लास पढेर म्याजिकमा घर फर्कदै थिए",2
"म्याजिकमा घर फर्कदै थिए",2
"म ट्युसन क्लास पढेर",2

"मलाई झिझाे लाग्यो उहाँ बाेलेकाे देख्दा",0
"उहाँ बाेलेकाे देख्दा",2
"मलाई झिझाे लाग्यो",1

"छाेराहरु चिल्ला गाडी चढ्न थाले बजारमा ठुला ठुला महल थप्दै गए, तर संसार देखाईदिने र सम्पत्ति जाेडिदिने अामा अाज वृद्ध अाश्रममा मृयुलाई पर्खिरहेकी छन्",0
"छाेराहरु चिल्ला गाडी चढ्न थाले",1
"बजारमा ठुला ठुला महल थप्दै गए",1
"संसार देखाईदिने र सम्पत्ति जाेडिदिने अामा अाज वृद्ध अाश्रममा मृयुलाई पर्खिरहेकी छन्",0
"वृद्ध अाश्रममा मृयुलाई पर्खिरहेकी छन्",0

"लौन यो हाम्रो बेसिसहर देखो -चामे मनाङ सम्म एउटा पानी हाल्ने ट्याङकर मिलाउन पर्यो है",2
"एउटा पानी हाल्ने ट्याङकर मिलाउन पर्यो है",2

"yo broomers बौद्ध जोरपाटी आएन भने म लास्ट रिसाउछु है गाइज",0

"जस्तो पोस्टमा पनि मजाक यार सब का सब पागल को दर्जा दिन लायक छन",0
"सब का सब पागल को दर्जा दिन लायक छन",0
"जस्तो पोस्टमा पनि मजाक यार",0

"राडाबानहरु देश लुटेर रित्तिन लागिसक्यो तिनिहरुलाई केही गर्न सक्दैन  पैसा कमाएर आफ्नो परिवार पाल्छु भन्नेलाई गरिखान दिदैन्,0
थुक्क लाजनभएको कुलङ्घार सरकार",0
"राडाबानहरु देश लुटेर रित्तिन लागिसक्यो",0
"तिनिहरुलाई केही गर्न सक्दैन  पैसा कमाएर आफ्नो परिवार पाल्छु भन्नेलाई गरिखान दिदैन्",0

"रखार तेसैले अब यो पानीपुरिको भाडो जस्ले उठायेको थियो त्यो अपराधिलाई तेहि पानीपुरी को झोल ले आची गर्न लगाएर चाक धुन लगाउनु पर्छ",0
"त्यो अपराधिलाई तेहि पानीपुरी को झोल ले आची गर्न लगाएर चाक धुन लगाउनु पर्छ",0
"यो पानीपुरिको भाडो जस्ले उठायेको थियो",2

"धिकार छ नेपाल कसरी बनोस देश",0
"नेपाल कसरी बनोस देश",0

"SLC सकिने बित्तिकै उसले भागौ भन्दा भागेको भय अहिले अस्ट्रेलिया पुगिसकिन्थ्यो होला भाग्न अल्छी गरियो अहिले जिन्दगिले खेद्दै छ",2
"SLC सकिने बित्तिकै उसले भागौ भन्दा भागेको भय अहिले अस्ट्रेलिया पुगिसकिन्थ्यो",2
"भाग्न अल्छी गरियो अहिले जिन्दगिले खेद्दै छ",0

"यस्मा हाहा React आएन भने म लास्तै रिसाउछु है",0

"नजिककाे तीर्थ लाई हेला गर्ने बानी नेपालीको कहिले गएन",2
"नजिककाे तीर्थ लाई हेला",0
"हेला गर्ने बानी नेपालीको कहिले गएन",0

"एउटा धोती ले दस जना नेपाली ठ्ग्छ भन्थे हजुरबा ले साच्चै रैछ क्या",0
"उटा धोती ले दस जना नेपाली ठ्ग्छ",0

"के तपाईं घर बनाउदै हुनुहुन्छ ?",2
"घर बनाउदै हुनुहुन्छ ?",2

"जिउदो नेपाली लाई ठ्ग्छ भन्थे हो रैछ",2

"यो लोकेन्द्र बाहादुर चन्दलाइ किन सुरक्षा चाहियो र देश भरि गरेर १०० जना कार्यकर्ता नहुने पाटिको नेतालाई कसले के गर्छ र ",2
"यो लोकेन्द्र बाहादुर चन्दलाइ किन सुरक्षा चाहियो",2
"देश भरि गरेर १०० जना कार्यकर्ता नहुने पाटिको नेतालाई कसले के गर्छ र",2

"यहाँ जिन्दगी नै धरापमा रैछ हाम्रो नेपालमा",0
"यहाँ जिन्दगी नै धरापमा रैछ",0

"असली मजा त तेति बेर लाग्छ जब बाटोमा हिन्दै गर्दा ex को बुनु ले भनोस दिदी त्यो हेर्नुस कति राम्रो दाइ",0
"बाटोमा हिन्दै गर्दा ex को बुनु ले भनोस दिदी त्यो हेर्नुस कति राम्रो दाइ",0
"त्यो हेर्नुस कति राम्रो दाइ",0

"लोकेन्द्र बहादुरलाई बेईजत गराउने कामगर्न खोजेजस्तो छन नि उनले",0
"लोकेन्द्र बहादुरलाई बेईजत गराउने",0

"१४ १५ बर्ष पहिलेका प्रम लाई अहिले सम्म सुरक्षा अनि तिनको सुरक्षाकर्मीको घमन्ड । देशको यो हाल देख्दा दया लाग्नि भैसक्यो ",2
"१४ १५ बर्ष पहिलेका प्रम लाई अहिले सम्म सुरक्षा अनि तिनको सुरक्षाकर्मीको घमन्ड ",0
"देशको यो हाल देख्दा दया लाग्नि भैसक्यो ",2

"आज देश र जनताको सुरक्षा दिने सरकारी कर्मचारी जनताको कर बाट परिवार पाल्ने ले अर्को नागरिक लाई लडाएर हिँड्यो रोकेर उपचार को लागी सहयोग सम्म गरेन",0
"लडाएर हिँड्यो रोकेर उपचार को लागी सहयोग सम्म गरेन",0
"उपचार को लागी सहयोग सम्म गरेन",0

"सर्बसाधरण जनतामाथि यस्तो ज्यादती गर्ने नकचरा नकचरीहरुलाई टँडिखेलमा राखेर कंचटमा हानेर कसैले त उँडाइदिए त टन्टै साफ यार",0
"सर्बसाधरण जनतामाथि यस्तो ज्यादती गर्ने नकचरा",0
"टँडिखेलमा राखेर कंचटमा हानेर कसैले त उँडाइदिए त टन्टै साफ यार",0

"आफ्नै बाउ को बिर्ता जतिकै गरेर बाटबाटो मान्छे ठोक्दै हिड्ने यी सरकारी भरौटे हरु ले के सम्झिन्छन् हौं मान्छे को शरीर लाई किरा फटयांग्रा जतिको पनि गन्दैन्न त",0
"आफ्नै बाउ को बिर्ता जतिकै गरेर बाटबाटो मान्छे ठोक्दै हिड्ने",0
"यी सरकारी भरौटे हरु ले के सम्झिन्छन्",0
"मान्छे को शरीर लाई किरा फटयांग्रा जतिको पनि गन्दैन्न त",0

"मुजि बर्दी लाए भन्दै मा मनपरी गर्दै हिड्ने",0
"मुजि बर्दी लाए भन्दै मा मनपरी",0

"f*ck",0
"f**k",0


"चि*ने",0

"चार जना साक्षी राखेर त्यो गाडी सहित ड्राइभरलाई जलाईदेउ बाकी हेरौला",0
"चार जना साक्षी राखेर त्यो गाडी सहित ड्राइभरलाई जलाईदेउ",0
"त्यो गाडी सहित ड्राइभरलाई जलाईदेउ",0

"येस्तै येस्तै कारण हो बिप्लब हरु को जन्म हुने येस्ता पातकी लाई ठाउँ को ठाउँ कार्वाही गर बिप्लव दाजै",0
"येस्तै येस्तै कारण हो बिप्लब हरु को जन्म हुने",0
"येस्ता पातकी लाई ठाउँ को ठाउँ कार्वाही गर बिप्लव दाजै",1

"साला खाते police हरु जन्ता लाई सुरक्षा दिने काम हो उल्टै जनता लाई कुल्चेर हिन्छन दानव हरु",0
"साला खाते police हरु",0
"जन्ता लाई सुरक्षा दिने काम हो",2
"उल्टै जनता लाई कुल्चेर हिन्छन दानव हरु",2

"कता गएछन विप्लवको टिम यस्तो कुकुर पुलिस फोर्सको गाडिमा किन बम पड्किदैन",0
"कता गएछन विप्लवको टिम",2
"यस्तो कुकुर पुलिस फोर्सको गाडिमा किन बम पड्किदैन",0
"गाडिमा किन बम पड्किदैन",0

"यस्ता भातमारा पुलिसले त जनतालाई हेप्छ अनि नेताहरुले यत्रो नहेपोस",0
"यस्ता भातमारा पुलिसले त जनतालाई हेप्छ",0
"पुलिसले त जनतालाई हेप्छ",0
"अनि नेताहरुले यत्रो नहेपोस",2

"या आयेर जति सुकै देशभक्ति देखाएपनी सरकारलाई घन्टा फराक पर्ने वाला छैन",0
"सरकारलाई घन्टा फराक पर्ने वाला छैन",0
"देशभक्ति",0

"तेसको बाउहरुले बनाईदेको बाटो होला तेही भएर तेसरी आखँइ नहेरी चलाको होला साला डन्ठेहरु",0
"तेसको बाउहरुले बनाईदेको बाटो होला",0
"तेही भएर तेसरी आखँइ नहेरी चलाको होला साला डन्ठेहरु",0

"थुईइक तिमीहरुको कुहिएको बुद्दी",0
"कुहिएको बुद्दी",0
"थुईइक",0

"बिल्गेट्स लाई राजेश दाई ले दान मा पैसा दिएर त्यो संसार को धनी मान्छे भएको भन्ने सुनेको थिए",2
"िल्गेट्स लाई राजेश दाई ले दान मा पैसा दिएर",2
"त्यो संसार को धनी मान्छे भएको भन्ने सुनेको थिए"",2

"बिचरा केपी लाई दाईले एकदिन गुट्खा खाने पैसा दिनु भएछ",0
"एकदिन गुट्खा खाने पैसा दिनु भएछ",2
"बिचरा केपी",2

"बर्सौ देखि भारत बाट आएर टिन फलाम सफा गर्नी को मतलव छैन गोराले गरेसी हाल्छ्स रुटिने",0
"बर्सौ देखि भारत बाट आएर टिन फलाम सफा गर्नी को मतलव छैन",0

"अरे रुटिने खोसे जस्तो देखियो है, अर्को फोटो राख यार",2
"अरे रुटिने खोसे जस्तो देखियो है",2
"अर्को फोटो राख यार",2

"बिदेशमा नेपाल को सरसफाइ को लागि भन्दै डोनेसन उठाएर यहा फोटो खिचेर घुम्छ्न जोले केहि बिदेशिहरु रुटिनेलाई यतिकै पोस्ट गर्ने हतार हुन्छ",0
"बिदेशमा नेपाल को सरसफाइ को लागि भन्दै डोनेसन उठाएर यहा फोटो खिचेर घुम्छ्न",0
"जोले केहि बिदेशिहरु",0
"रुटिनेलाई यतिकै पोस्ट गर्ने हतार हुन्छ",0

"विदेशी पनि कहाँको लाटो छ  फोटो खिच्यो रिपोर्ट पठायो अनि टन्न डलर पचायो",0
"विदेशी पनि कहाँको लाटो छ",0
"फोटो खिच्यो रिपोर्ट पठायो अनि टन्न डलर पचायो",0

"नेपाली हरु ले पनि त बिदेश मा गएर toilet सफा गर्छन नि रुटुने",0
"बिदेश मा गएर toilet सफा गर्छन नि",2

"एउटा बच्चो बनाउन नसक्नेले देश बनाउछु भनि लागेको छ साला",0
"देश बनाउछु भनि लागेको छ",1

"सबका सब रोगि अचेत सुड्डोहरु ओखतीमूलो को भरमा उभ्भिएका ल्याङ्ते बुडाहरु देस बनाउन लागेका छन",0
"सबका सब रोगि अचेत सुड्डोहरु",0
"ओखतीमूलो को भरमा उभ्भिएका ल्याङ्ते बुडाहरु",0
"देस बनाउन लागेका छन",1

"आज पाल्तु प्रहरीले दुई युवालाई रास्ट्रपती र प्रधानमन्त्रीको जोक बनाएको अभियोगमा पक्रिएको सुन्दै गर्दा गणतन्त्र त्यही दिन आउँछ जस्तो लाग्दैछ जुन दिन केपि वली मर्नेछ",0
"आज पाल्तु प्रहरीले दुई युवालाई रास्ट्रपती र प्रधानमन्त्रीको जोक बनाएको अभियोगमा पक्रिएको",1
"गणतन्त्र त्यही दिन आउँछ जस्तो लाग्दैछ जुन दिन केपि वली मर्नेछ",0
"गणतन्त्र त्यही दिन आउँछ जस्तो लाग्दैछ",2

"होस गर आफै बन्द होलास",0

"सरकार सक्छस भने बलत्कारिलाई समातेर देखा  बिचरा तीन लाई किन समातछस",1
"सरकार सक्छस भने बलत्कारिलाई समातेर देखा",1
"बिचरा तीन लाई किन समातछस",1

"झन्डै  गु झर्ने गरि हान्यो डन्ठे ले",0
"हान्यो डन्ठे ले",0

"गफ लगाउछस",0

"यो पनि ति नै काम चोर त हुन् नि",0
